Dates,PX_LAST
2022-06-02,70.97
2022-06-03,70.34
2022-06-06,70.31
2022-06-07,70.42
2022-06-08,69.96
2022-06-09,68.53
2022-06-10,67.33
2022-06-13,65.6
2022-06-14,65.04
2022-06-15,65.76
2022-06-16,63.77
2022-06-17,64.15
2022-06-20,65.44
2022-06-21,65.35
2022-06-22,64.28
2022-06-23,62.3
2022-06-24,63.25
2022-06-27,62.98
2022-06-28,62.91
2022-06-29,62.66
2022-06-30,62.51
2022-07-04,62.7
2022-07-05,62.41
2022-07-06,62.33
2022-07-07,63.54
2022-07-08,63.54
2022-07-11,63.36
2022-07-12,63.1
2022-07-13,62.0
2022-07-14,59.22
2022-07-15,59.55
2022-07-18,60.46
2022-07-19,62.14
2022-07-20,62.4
2022-07-21,62.7
2022-07-22,62.96
2022-07-25,63.29
2022-07-26,63.05
2022-07-27,63.68
2022-07-28,64.16
2022-07-29,64.7
2022-08-02,64.46
2022-08-03,64.93
2022-08-04,64.89
2022-08-05,65.25
2022-08-08,64.92
2022-08-09,64.62
2022-08-10,65.89
2022-08-11,66.64
2022-08-12,67.04
2022-08-15,67.24
2022-08-16,68.3
2022-08-17,68.41
2022-08-18,68.46
2022-08-19,67.88
2022-08-22,66.84
2022-08-23,66.65
2022-08-24,65.51
2022-08-25,65.38
2022-08-26,64.94
2022-08-29,64.11
2022-08-30,63.35
2022-08-31,62.11
2022-09-01,61.38
2022-09-02,61.67
2022-09-06,61.36
2022-09-07,61.84
2022-09-08,62.91
2022-09-09,63.8
2022-09-12,64.52
2022-09-13,63.41
2022-09-14,63.47
2022-09-15,64.13
2022-09-16,63.31
2022-09-19,64.01
2022-09-20,63.02
2022-09-21,62.45
2022-09-22,62.2
2022-09-23,60.87
2022-09-26,61.27
2022-09-27,59.89
2022-09-28,61.04
2022-09-29,60.47
2022-09-30,60.46
2022-10-03,61.56
2022-10-04,62.28
2022-10-05,61.43
2022-10-06,59.68
2022-10-07,58.48
2022-10-11,56.03
2022-10-12,56.53
2022-10-13,57.95
2022-10-14,57.9
2022-10-17,59.38
2022-10-18,59.82
2022-10-19,59.07
2022-10-20,58.41
2022-10-21,59.46
2022-10-24,59.67
2022-10-25,60.14
2022-10-26,60.81
2022-10-27,60.98
2022-10-28,61.61
2022-10-31,61.87
2022-11-01,61.82
2022-11-02,61.42
2022-11-03,60.99
2022-11-04,62.44
2022-11-07,62.47
2022-11-08,62.41
2022-11-09,61.69
2022-11-10,63.94
2022-11-11,64.75
2022-11-14,64.23
2022-11-15,63.17
2022-11-16,63.28
2022-11-17,63.1
2022-11-18,63.56
2022-11-21,63.97
2022-11-22,64.29
2022-11-23,64.7
2022-11-24,64.66
2022-11-25,64.99
2022-11-28,64.36
2022-11-29,64.19
2022-11-30,64.79
2022-12-01,59.81
2022-12-02,59.49
2022-12-05,58.82
2022-12-06,58.87
2022-12-07,58.96
2022-12-08,58.2
2022-12-09,58.52
2022-12-12,57.65
2022-12-13,56.45
2022-12-14,56.09
2022-12-15,55.66
2022-12-16,55.48
2022-12-19,54.35
2022-12-20,55.19
2022-12-21,55.84
2022-12-22,55.32
2022-12-23,54.72
2022-12-28,53.77
2022-12-29,54.96
2022-12-30,54.77
2023-01-03,55.4
2023-01-04,55.98
2023-01-05,55.88
2023-01-06,56.56
2023-01-09,56.82
2023-01-10,56.89
2023-01-11,57.27
2023-01-12,57.88
2023-01-13,58.52
2023-01-16,58.58
2023-01-17,58.89
2023-01-18,58.39
2023-01-19,57.98
2023-01-20,58.24
2023-01-23,58.69
2023-01-24,58.37
2023-01-25,58.39
2023-01-26,58.78
2023-01-27,59.47
2023-01-30,59.71
2023-01-31,60.74
2023-02-01,61.08
2023-02-02,61.4
2023-02-03,61.76
2023-02-06,61.4
2023-02-07,62.16
2023-02-08,62.02
2023-02-09,61.55
2023-02-10,61.66
2023-02-13,62.19
2023-02-14,62.46
2023-02-15,62.46
2023-02-16,62.23
2023-02-17,62.52
2023-02-21,61.42
2023-02-22,61.29
2023-02-23,61.23
2023-02-24,62.89
2023-02-27,62.68
2023-02-28,62.4
2023-03-01,62.44
2023-03-02,62.03
2023-03-03,63.08
2023-03-06,63.05
2023-03-07,61.73
2023-03-08,61.37
2023-03-09,58.82
2023-03-10,57.71
2023-03-13,56.82
2023-03-14,57.41
2023-03-15,56.57
2023-03-16,57.26
2023-03-17,57.02
2023-03-20,56.78
2023-03-21,57.67
2023-03-22,57.38
2023-03-23,56.72
2023-03-24,56.75
2023-03-27,56.29
2023-03-28,55.99
2023-03-29,56.68
2023-03-30,56.84
2023-03-31,57.1
2023-04-03,57.72
2023-04-04,57.14
2023-04-05,56.83
2023-04-06,57.04
2023-04-10,57.28
2023-04-11,57.77
2023-04-12,57.68
2023-04-13,57.7
2023-04-14,57.96
2023-04-17,57.96
2023-04-18,58.14
2023-04-19,58.44
2023-04-20,58.19
2023-04-21,57.7
2023-04-24,57.34
2023-04-25,55.51
2023-04-26,55.99
2023-04-27,56.66
2023-04-28,56.8
2023-05-01,56.54
2023-05-02,55.09
2023-05-03,55.2
2023-05-04,54.01
2023-05-05,55.56
2023-05-08,55.63
2023-05-09,55.17
2023-05-10,55.64
2023-05-11,56.21
2023-05-12,56.43
2023-05-15,57.08
2023-05-16,56.09
2023-05-17,56.79
2023-05-18,56.57
2023-05-19,56.14
2023-05-23,56.25
2023-05-24,55.73
2023-05-25,56.68
2023-05-26,57.54
2023-05-29,57.6
2023-05-30,57.03
2023-05-31,55.97
2023-06-01,55.46
2023-06-02,57.36
2023-06-05,56.39
2023-06-06,57.39
2023-06-07,57.4
2023-06-08,57.29
2023-06-09,57.05
2023-06-12,56.99
2023-06-13,57.27
2023-06-14,57.64
2023-06-15,58.05
2023-06-16,58.26
2023-06-19,58.36
2023-06-20,57.17
2023-06-21,56.59
2023-06-22,55.84
2023-06-23,55.25
2023-06-26,56.35
2023-06-27,55.82
2023-06-28,56.01
2023-06-29,56.29
2023-06-30,56.56
2023-07-04,56.75
2023-07-05,56.43
2023-07-06,55.95
2023-07-07,55.84
2023-07-10,55.62
2023-07-11,55.62
2023-07-12,55.74
2023-07-13,56.77
2023-07-14,56.68
2023-07-17,57.08
2023-07-18,57.7
2023-07-19,57.87
2023-07-20,57.96
2023-07-21,57.9
2023-07-24,58.07
2023-07-25,57.4
2023-07-26,57.61
2023-07-27,57.53
2023-07-28,57.89
2023-07-31,58.08
2023-08-01,57.24
2023-08-02,56.81
2023-08-03,56.51
2023-08-04,56.96
2023-08-08,56.39
2023-08-09,55.79
2023-08-10,56.0
2023-08-11,56.0
2023-08-14,55.63
2023-08-15,54.12
2023-08-16,54.22
2023-08-17,53.87
2023-08-18,53.76
2023-08-21,53.43
2023-08-22,53.21
2023-08-23,53.58
2023-08-24,53.92
2023-08-25,53.98
2023-08-28,54.51
2023-08-29,55.26
2023-08-30,55.32
2023-08-31,53.54
2023-09-01,54.16
2023-09-05,54.13
2023-09-06,53.78
2023-09-07,53.51
2023-09-08,53.19
2023-09-11,53.9
2023-09-12,54.1
2023-09-13,54.56
2023-09-14,55.02
2023-09-15,55.56
2023-09-18,55.22
2023-09-19,54.99
2023-09-20,55.19
2023-09-21,54.45
2023-09-22,54.04
2023-09-25,54.04
2023-09-26,53.79
2023-09-27,52.01
2023-09-28,52.74
2023-09-29,52.43
2023-10-02,51.46
2023-10-03,50.36
2023-10-04,50.94
2023-10-05,51.16
2023-10-06,51.09
2023-10-10,51.67
2023-10-11,51.89
2023-10-12,51.52
2023-10-13,51.02
2023-10-16,51.9
2023-10-17,52.13
2023-10-18,50.93
2023-10-19,50.32
2023-10-20,48.67
2023-10-23,48.76
2023-10-24,48.27
2023-10-25,48.1
2023-10-26,48.44
2023-10-27,48.15
2023-10-30,48.78
2023-10-31,48.91
2023-11-01,49.22
2023-11-02,51.33
2023-11-03,51.82
2023-11-06,51.92
2023-11-07,51.7
2023-11-08,51.67
2023-11-09,51.82
2023-11-10,51.98
2023-11-13,52.15
2023-11-14,53.28
2023-11-15,53.52
2023-11-16,53.59
2023-11-17,54.22
2023-11-20,54.3
